year,week,home_team,home_score,away_team,away_score,playoff
2023,10,Keenan Allen and the Cats,113.62,Wookie Wunningbacks,110.84,False
2023,11,Captain Kirk,113.76,Need to AddiZyn,94.16,False
2023,11,Dead Inside ,111.36,Bennie and the Jets ,143.7,False
2023,11,Wookie Wunningbacks,120.94,Mr. Pfizer,83.3,False
2023,11,Joeman Sachs,110.68,Tua Turndaballova,98.6,False
2023,11,Keenan Allen and the Cats,103.0,Love White Rice ,98.34,False
2023,12,Bennie and the Jets ,136.06,Wookie Wunningbacks,123.06,False
2023,12,Tua Turndaballova,128.04,Captain Kirk,83.78,False
2023,12,Need to AddiZyn,118.08,Keenan Allen and the Cats,104.78,False
2023,12,Joeman Sachs,102.52,Dead Inside ,132.94,False
2023,12,Mr. Pfizer,111.8,Love White Rice ,104.2,False
2023,13,Tua Turndaballova,110.0,Keenan Allen and the Cats,98.48,False
2023,13,Bennie and the Jets ,101.84,Joeman Sachs,120.8,False
2023,13,Love White Rice ,142.52,Wookie Wunningbacks,125.26,False
2023,13,Captain Kirk,90.34,Dead Inside ,119.06,False
2023,13,Mr. Pfizer,97.02,Need to AddiZyn,126.4,False
2023,14,Love White Rice ,102.72,Dead Inside ,128.44,False
2023,14,Mr. Pfizer,96.58,Captain Kirk,139.34,False
2023,14,Need to AddiZyn,110.42,Bennie and the Jets ,105.12,False
2023,14,Wookie Wunningbacks,78.34,Tua Turndaballova,72.3,False
2023,14,Keenan Allen and the Cats,89.54,Joeman Sachs,103.04,False
2023,15,Mr. Pfizer,79.72,Tua Turndaballova,108.12,True
2023,15,Bennie and the Jets ,77.86,Need to AddiZyn,87.08,True
2023,15,Dead Inside ,139.66,Wookie Wunningbacks,73.7,True
2023,15,Captain Kirk,97.34,Keenan Allen and the Cats,57.66,True
2023,16,Joeman Sachs,113.3,Tua Turndaballova,91.72,True
2023,16,Love White Rice ,95.74,Need to AddiZyn,88.0,True
2023,16,Bennie and the Jets ,129.68,Mr. Pfizer,75.94,True
2023,16,Dead Inside ,119.22,Captain Kirk,112.08,True
2023,16,Wookie Wunningbacks,170.38,Keenan Allen and the Cats,106.8,True
2023,17,Joeman Sachs,124.2,Love White Rice ,95.54,True
2023,17,Tua Turndaballova,115.18,Need to AddiZyn,118.82,True
2023,17,Bennie and the Jets ,147.66,Mr. Pfizer,105.48,True
2023,17,Dead Inside ,145.6,Wookie Wunningbacks,40.22,True
2023,17,Captain Kirk,98.94,Keenan Allen and the Cats,59.66,True
2024,1,Team,108.28,Rijan Bobinson,140.98,False
2024,1,Personal Caddy For Hire,118.88,Brockenheimer,71.36,False
2024,1,Pay Chase and Chase,75.64,Joeman Sachs,61.72,False
2024,1,Titans Kickoff TD,95.86,Captain Kirk,129.42,False
2024,1,Women in the Kitchen ,136.1,The Joe Joe Siwas,77.46,False
2024,2,Rijan Bobinson,122.14,Brockenheimer,136.62,False
2024,2,Joeman Sachs,102.42,Team,112.36,False
2024,2,Captain Kirk,114.08,Personal Caddy For Hire,90.26,False
2024,2,The Joe Joe Siwas,94.42,Pay Chase and Chase,123.54,False
2024,2,Women in the Kitchen ,125.04,Titans Kickoff TD,91.0,False
2024,3,Joeman Sachs,70.64,Rijan Bobinson,149.38,False
2024,3,Brockenheimer,112.38,Captain Kirk,93.98,False
2024,3,Team,38.28,The Joe Joe Siwas,95.96,False
2024,3,Personal Caddy For Hire,143.22,Women in the Kitchen ,157.36,False
2024,3,Pay Chase and Chase,117.68,Titans Kickoff TD,104.1,False
2024,4,Rijan Bobinson,98.58,Captain Kirk,134.34,False
2024,4,The Joe Joe Siwas,86.58,Joeman Sachs,117.72,False
2024,4,Women in the Kitchen ,104.82,Brockenheimer,66.02,False
2024,4,Titans Kickoff TD,105.6,Team,96.08,False
2024,4,Pay Chase and Chase,123.7,Personal Caddy For Hire,99.4,False
2024,5,The Joe Joe Siwas,132.98,Rijan Bobinson,96.3,False
2024,5,Captain Kirk,130.12,Women in the Kitchen ,115.02,False
2024,5,Joeman Sachs,98.2,Titans Kickoff TD,110.94,False
2024,5,Brockenheimer,106.66,Pay Chase and Chase,118.26,False
2024,5,Team,106.94,Personal Caddy For Hire,100.34,False
2024,6,Rijan Bobinson,107.36,Women in the Kitchen ,99.16,False
2024,6,Titans Kickoff TD,112.38,The Joe Joe Siwas,158.22,False
2024,6,Pay Chase and Chase,85.6,Captain Kirk,110.22,False
2024,6,Personal Caddy For Hire,120.4,Joeman Sachs,131.66,False
2024,6,Team,88.6,Brockenheimer,107.82,False
2024,7,Titans Kickoff TD,83.44,Rijan Bobinson,117.6,False
2024,7,Women in the Kitchen ,97.34,Pay Chase and Chase,84.28,False
2024,7,The Joe Joe Siwas,105.54,Personal Caddy For Hire,131.82,False
2024,7,Captain Kirk,109.34,Team,114.66,False
2024,7,Joeman Sachs,89.76,Brockenheimer,97.68,False
2024,8,Rijan Bobinson,111.08,Pay Chase and Chase,101.44,False
2024,8,Personal Caddy For Hire,116.42,Titans Kickoff TD,103.9,False
2024,8,Team,122.16,Women in the Kitchen ,131.84,False
2024,8,Brockenheimer,123.9,The Joe Joe Siwas,126.76,False
2024,8,Joeman Sachs,99.84,Captain Kirk,114.36,False
2024,9,Personal Caddy For Hire,105.2,Rijan Bobinson,115.26,False
2024,9,Pay Chase and Chase,118.98,Team,86.32,False
2024,9,Titans Kickoff TD,74.2,Brockenheimer,119.02,False
2024,9,Women in the Kitchen ,137.44,Joeman Sachs,80.6,False
2024,9,The Joe Joe Siwas,127.04,Captain Kirk,125.9,False
2024,10,Rijan Bobinson,106.84,Team,89.26,False
2024,10,Brockenheimer,90.82,Personal Caddy For Hire,80.7,False
2024,10,Joeman Sachs,87.38,Pay Chase and Chase,141.84,False
2024,10,Captain Kirk,95.5,Titans Kickoff TD,114.04,False
2024,10,The Joe Joe Siwas,106.42,Women in the Kitchen ,95.58,False
2024,11,Brockenheimer,143.56,Rijan Bobinson,82.2,False
2024,11,Team,114.48,Joeman Sachs,71.04,False
2024,11,Personal Caddy For Hire,112.28,Captain Kirk,93.48,False
2024,11,Pay Chase and Chase,92.94,The Joe Joe Siwas,135.44,False
2024,11,Titans Kickoff TD,128.48,Women in the Kitchen ,120.44,False
2024,12,Rijan Bobinson,114.7,Joeman Sachs,110.26,False
2024,12,Captain Kirk,86.98,Brockenheimer,92.58,False
2024,12,The Joe Joe Siwas,87.26,Team,86.02,False
2024,12,Women in the Kitchen ,154.1,Personal Caddy For Hire,120.68,False
2024,12,Titans Kickoff TD,94.06,Pay Chase and Chase,135.26,False
2024,13,Captain Kirk,130.78,Rijan Bobinson,102.6,False
2024,13,Joeman Sachs,95.42,The Joe Joe Siwas,105.16,False
2024,13,Brockenheimer,128.56,Women in the Kitchen ,111.14,False
2024,13,Team,93.98,Titans Kickoff TD,118.68,False
2024,13,Personal Caddy For Hire,138.22,Pay Chase and Chase,128.44,False
2024,14,Rijan Bobinson,153.66,The Joe Joe Siwas,112.96,False
2024,14,Women in the Kitchen ,118.74,Captain Kirk,100.84,False
2024,14,Titans Kickoff TD,122.22,Joeman Sachs,52.62,False
2024,14,Pay Chase and Chase,140.88,Brockenheimer,88.5,False
2024,14,Personal Caddy For Hire,129.48,Team,137.32,False
2024,15,The Joe Joe Siwas,92.54,Captain Kirk,172.3,True
2024,15,Rijan Bobinson,106.66,Brockenheimer,120.98,True
2024,15,Personal Caddy For Hire,130.88,Titans Kickoff TD,146.16,True
2024,15,Team,112.5,Joeman Sachs,76.5,True
2024,16,Women in the Kitchen ,188.12,Captain Kirk,131.28,True
2024,16,Pay Chase and Chase,120.14,Brockenheimer,169.32,True
2024,16,Rijan Bobinson,115.08,The Joe Joe Siwas,113.18,True
2024,16,Titans Kickoff TD,131.24,Team,87.16,True
2024,16,Personal Caddy For Hire,98.96,Joeman Sachs,45.74,True
2024,17,Women in the Kitchen ,145.18,Brockenheimer,149.88,True
2024,17,Pay Chase and Chase,115.78,Captain Kirk,109.22,True
2024,17,Rijan Bobinson,124.54,The Joe Joe Siwas,73.78,True
2024,17,Personal Caddy For Hire,94.78,Titans Kickoff TD,112.32,True
2024,17,Team,126.84,Joeman Sachs,49.6,True
2025,1,The Medical Tent,101.46,Always Open ,97.08,False
2025,1,Would Be a Miracle FC,115.18,Brockenheimer,89.32,False
2025,1,Cardi B's Baby Bump ,116.66,Joeman Sachs,97.82,False
2025,1,Tim Jong Un,74.62,King Henry,100.52,False
2025,1,What up my Njigbas,66.04,🐍Swifties🐍,79.92,False
2025,2,Always Open ,132.44,Brockenheimer,123.1,False
2025,2,Joeman Sachs,124.38,The Medical Tent,119.6,False
2025,2,King Henry,88.1,Would Be a Miracle FC,105.58,False
2025,2,🐍Swifties🐍,82.58,Cardi B's Baby Bump ,77.82,False
2025,2,What up my Njigbas,95.54,Tim Jong Un,87.64,False
2025,3,Joeman Sachs,91.06,Always Open ,130.04,False
2025,3,Brockenheimer,106.76,King Henry,102.7,False
2025,3,The Medical Tent,87.22,🐍Swifties🐍,47.76,False
2025,3,Would Be a Miracle FC,92.12,What up my Njigbas,130.72,False
2025,3,Cardi B's Baby Bump ,103.72,Tim Jong Un,104.54,False
2025,4,Always Open ,112.8,King Henry,69.12,False
2025,4,🐍Swifties🐍,87.52,Joeman Sachs,119.7,False
2025,4,What up my Njigbas,73.18,Brockenheimer,131.24,False
2025,4,Tim Jong Un,145.44,The Medical Tent,119.08,False
2025,4,Cardi B's Baby Bump ,125.26,Would Be a Miracle FC,125.38,False
2025,5,🐍Swifties🐍,97.16,Always Open ,127.7,False
2025,5,King Henry,113.34,What up my Njigbas,112.98,False
2025,5,Joeman Sachs,119.52,Tim Jong Un,99.42,False
2025,5,Brockenheimer,88.6,Cardi B's Baby Bump ,137.82,False
2025,5,The Medical Tent,91.32,Would Be a Miracle FC,125.26,False
2025,6,Always Open ,116.44,What up my Njigbas,117.78,False
2025,6,Tim Jong Un,118.44,🐍Swifties🐍,111.82,False
2025,6,Cardi B's Baby Bump ,77.3,King Henry,75.34,False
2025,6,Would Be a Miracle FC,99.98,Joeman Sachs,117.58,False
2025,6,The Medical Tent,81.44,Brockenheimer,104.06,False
2025,7,Tim Jong Un,105.46,Always Open ,137.24,False
2025,7,What up my Njigbas,131.22,Cardi B's Baby Bump ,106.16,False
2025,7,🐍Swifties🐍,68.84,Would Be a Miracle FC,121.08,False
2025,7,King Henry,95.84,The Medical Tent,87.32,False
2025,7,Joeman Sachs,142.24,Brockenheimer,107.96,False
2025,8,Always Open ,143.16,Cardi B's Baby Bump ,97.42,False
2025,8,Would Be a Miracle FC,100.7,Tim Jong Un,91.92,False
2025,8,The Medical Tent,57.98,What up my Njigbas,104.68,False
2025,8,Brockenheimer,124.88,🐍Swifties🐍,130.32,False
2025,8,Joeman Sachs,102.86,King Henry,103.54,False
2025,9,Would Be a Miracle FC,116.16,Always Open ,129.1,False
2025,9,Cardi B's Baby Bump ,84.92,The Medical Tent,103.74,False
2025,9,Tim Jong Un,92.7,Brockenheimer,109.72,False
2025,9,What up my Njigbas,72.68,Joeman Sachs,139.4,False
2025,9,🐍Swifties🐍,109.96,King Henry,115.2,False
2025,10,Always Open ,153.92,The Medical Tent,104.28,False
2025,10,Brockenheimer,108.0,Would Be a Miracle FC,118.84,False
2025,10,Joeman Sachs,92.6,Cardi B's Baby Bump ,83.54,False
2025,10,King Henry,91.9,Tim Jong Un,122.1,False
2025,10,🐍Swifties🐍,113.4,What up my Njigbas,117.2,False
2025,11,Brockenheimer,105.6,Always Open ,90.1,False
2025,11,The Medical Tent,82.42,Joeman Sachs,91.64,False
2025,11,Would Be a Miracle FC,94.62,King Henry,71.74,False
2025,11,Cardi B's Baby Bump ,121.98,🐍Swifties🐍,80.64,False
2025,11,Tim Jong Un,149.52,What up my Njigbas,87.16,False
2025,12,Always Open ,90.36,Joeman Sachs,106.38,False
2025,12,King Henry,113.46,Brockenheimer,88.02,False
2025,12,🐍Swifties🐍,94.16,The Medical Tent,92.08,False
2025,12,What up my Njigbas,159.44,Would Be a Miracle FC,107.42,False
2025,12,Tim Jong Un,147.82,Cardi B's Baby Bump ,78.82,False
2025,13,King Henry,91.54,Always Open ,127.7,False
2025,13,Joeman Sachs,83.74,🐍Swifties🐍,87.06,False
2025,13,Brockenheimer,126.64,What up my Njigbas,95.34,False
2025,13,The Medical Tent,99.46,Tim Jong Un,110.42,False
2025,13,Would Be a Miracle FC,103.94,Cardi B's Baby Bump ,85.72,False
2025,14,Always Open ,100.1,🐍Swifties🐍,94.66,False
2025,14,What up my Njigbas,106.8,King Henry,67.96,False
2025,14,Tim Jong Un,80.54,Joeman Sachs,125.4,False
2025,14,Cardi B's Baby Bump ,116.84,Brockenheimer,16.0,False
2025,14,Would Be a Miracle FC,125.76,The Medical Tent,130.08,False
2025,15,What up my Njigbas,140.9,Tim Jong Un,145.22,True
2025,15,Always Open ,121.7,Brockenheimer,120.6,True
2025,16,Joeman Sachs,126.5,Tim Jong Un,166.36,True
2025,16,Would Be a Miracle FC,99.04,Always Open ,88.4,True
2025,16,What up my Njigbas,85.02,Brockenheimer,128.96,True
2025,17,Would Be a Miracle FC,116.6,Tim Jong Un,133.58,True
2025,17,Joeman Sachs,97.74,Always Open ,95.1,True
2025,17,What up my Njigbas,104.38,Brockenheimer,101.42,True
